player_id,yellow_cards,red_cards,goals,assists,minutes_played,market_value_in_eur,current_club_id,last_season,log_market_value_in_eur
312678,16.0,0.0,0.0,2.0,9612.0,8000000.0,6890.0,2023.0,15.89495209964411
258923,31.0,2.0,118.0,68.0,25193.0,85000000.0,985.0,2023.0,18.258161814454592
735416,0.0,0.0,0.0,0.0,707.0,50000.0,6676.0,2023.0,10.819778284410283
1115271,0.0,0.0,0.0,0.0,6.0,50000.0,3592.0,2023.0,10.819778284410283
7492,7.0,1.0,1.0,2.0,3149.0,7000000.0,897.0,2015.0,15.761420707019587
662703,0.0,0.0,0.0,0.0,10.0,200000.0,1283.0,2020.0,12.206072645530174
48280,48.0,0.0,232.0,47.0,27906.0,60000000.0,1049.0,2022.0,17.909855120186375
58980,0.0,0.0,0.0,0.0,23.0,200000.0,9007.0,2012.0,12.206072645530174
279955,4.0,0.0,0.0,3.0,808.0,800000.0,11127.0,2018.0,13.592367006650065
119277,31.0,0.0,24.0,32.0,18256.0,12000000.0,82.0,2023.0,16.300417207752275
343749,18.0,0.0,6.0,5.0,6939.0,1000000.0,49702.0,2023.0,13.815510557964274
554175,,,,,,300000.0,281.0,2019.0,12.611537753638338
706896,1.0,0.0,0.0,2.0,55.0,200000.0,723.0,2023.0,12.206072645530174
47543,11.0,0.0,39.0,14.0,7987.0,10000000.0,868.0,2022.0,16.11809565095832
142929,28.0,0.0,9.0,5.0,11842.0,700000.0,1245.0,2021.0,13.458835614025542
141796,1.0,0.0,2.0,0.0,503.0,2500000.0,10484.0,2020.0,14.73180128983843
287636,0.0,0.0,0.0,0.0,1.0,250000.0,130.0,2014.0,12.429216196844383
596217,,,,,,225000.0,1132.0,2021.0,12.323855681186558
140676,27.0,1.0,22.0,17.0,11580.0,1200000.0,18303.0,2023.0,13.997832114758229
108315,14.0,1.0,1.0,5.0,8561.0,400000.0,5818.0,2019.0,12.89921982609012
247263,19.0,0.0,1.0,3.0,8662.0,400000.0,987.0,2021.0,12.89921982609012
3256,25.0,0.0,4.0,10.0,8938.0,5000000.0,15.0,2016.0,15.424948470398375
213452,1.0,0.0,0.0,0.0,730.0,250000.0,2477.0,2017.0,12.429216196844383
34570,17.0,0.0,0.0,6.0,4555.0,700000.0,7179.0,2015.0,13.458835614025542
37837,29.0,1.0,6.0,6.0,10358.0,2500000.0,2944.0,2017.0,14.73180128983843
297032,,,,,,100000.0,12438.0,2013.0,11.512925464970229
400649,4.0,0.0,1.0,2.0,652.0,900000.0,2381.0,2023.0,13.710150042306449
576035,0.0,0.0,0.0,0.0,22.0,150000.0,3205.0,2020.0,11.918390573078392
392524,,,,,,500000.0,12.0,2017.0,13.122363377404328
393753,1.0,0.0,0.0,0.0,237.0,75000.0,1241.0,2018.0,11.225243392518447
13058,2.0,0.0,2.0,9.0,5297.0,8000000.0,141.0,2013.0,15.89495209964411
226208,7.0,0.0,0.0,1.0,3735.0,500000.0,9007.0,2018.0,13.122363377404328
318715,0.0,0.0,1.0,0.0,177.0,25000.0,2760.0,2015.0,10.126631103850338
429983,15.0,0.0,41.0,17.0,9286.0,15000000.0,940.0,2023.0,16.523560759066484
336303,5.0,0.0,3.0,1.0,3998.0,500000.0,642.0,2018.0,13.122363377404328
16311,7.0,0.0,28.0,7.0,4949.0,2500000.0,38.0,2019.0,14.73180128983843
235639,32.0,0.0,2.0,7.0,7275.0,1400000.0,6418.0,2018.0,14.151982794585487
456936,,,,,,175000.0,589.0,2019.0,12.072541252905651
15432,10.0,1.0,21.0,6.0,6643.0,3250000.0,2079.0,2016.0,14.994165554305921
124560,14.0,0.0,7.0,3.0,3088.0,2000000.0,46.0,2018.0,14.508657738524219
72792,25.0,0.0,4.0,18.0,9618.0,4000000.0,89.0,2022.0,15.201804919084164
610461,,,,,,600000.0,368.0,2021.0,13.304684934198283
37124,3.0,0.0,0.0,0.0,654.0,8000000.0,130.0,2014.0,15.89495209964411
528423,0.0,0.0,0.0,0.0,36.0,400000.0,2477.0,2018.0,12.89921982609012
450195,2.0,0.0,1.0,2.0,530.0,400000.0,1268.0,2020.0,12.89921982609012
244061,6.0,0.0,0.0,0.0,854.0,500000.0,4171.0,2020.0,13.122363377404328
434673,0.0,0.0,0.0,0.0,11.0,200000.0,354.0,2019.0,12.206072645530174
343120,4.0,0.0,4.0,2.0,777.0,350000.0,3060.0,2017.0,12.765688433465597
92117,3.0,0.0,0.0,0.0,312.0,700000.0,2424.0,2013.0,13.458835614025542
124548,36.0,0.0,2.0,9.0,9852.0,2000000.0,7179.0,2021.0,14.508657738524219
354772,1.0,0.0,1.0,2.0,897.0,1000000.0,60949.0,2022.0,13.815510557964274
17372,1.0,0.0,3.0,1.0,3047.0,500000.0,7378.0,2017.0,13.122363377404328
334526,50.0,0.0,16.0,9.0,13619.0,45000000.0,162.0,2023.0,17.622173047734595
126412,18.0,2.0,5.0,10.0,5899.0,1000000.0,399.0,2020.0,13.815510557964274
916954,1.0,0.0,0.0,0.0,218.0,250000.0,7378.0,2023.0,12.429216196844383
7989,16.0,0.0,8.0,6.0,3419.0,3400000.0,3302.0,2014.0,15.03928598958639
571478,,,,,,100000.0,18105.0,2019.0,11.512925464970229
195335,2.0,0.0,0.0,2.0,1702.0,1000000.0,2239.0,2022.0,13.815510557964274
68977,1.0,0.0,0.0,0.0,207.0,200000.0,22110.0,2017.0,12.206072645530174
412688,3.0,0.0,3.0,0.0,3228.0,1000000.0,1096.0,2020.0,13.815510557964274
612569,,,,,,50000.0,19771.0,2018.0,10.819778284410283
26139,2.0,0.0,0.0,0.0,208.0,350000.0,976.0,2015.0,12.765688433465597
36294,0.0,0.0,1.0,1.0,291.0,2100000.0,1158.0,2013.0,14.557447902693651
349962,0.0,0.0,1.0,0.0,445.0,150000.0,2503.0,2016.0,11.918390573078392
